Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,source_file,Date,Unnamed: 15,Unnamed: 16,Unnamed: 17
,,"      CENTRAL ELECTRICITY AUTHORITY 
,,"      CENTRAL ELECTRICITY AUTHORITY 
           G O & D WING 
           OPERATION PERFORMANCE MONITORING DIVISION",,,,,,,,,,,,Subreport 16,dgr16-2024-10-01.xls,2024-10-01,,,
,,,,,,,,,,,,,,,dgr16-2024-10-01.xls,2024-10-01,,,
,,Details Of Capacity (mw) Utilization For Power Generation  01-Oct-2024,,,,,,,,,,,,,dgr16-2024-10-01.xls,2024-10-01,,,
,Particulars,Monitored Capacity(MW) ( As on 01-Oct-2024),Capacity under long outage(MW),New Capacity under stabilization/Completion of balance works,Capacity (MW),,,,Capacity outage as percent of Monitered,Capacity on Line(MW),Sum of Max. Power generated (MW),,Max. Power output as % of,,dgr16-2024-10-01.xls,2024-10-01,,,
,,,,,PM,FO,Others,Total,,,Gross,Net,Capacity on line,Monitered,dgr16-2024-10-01.xls,2024-10-01,,,
,THERMAL,,,,,,,,,,,,,,dgr16-2024-10-01.xls,2024-10-01,,,
,Coal,210969.51,4301.01,4530,12440,16072.5,2978.51,31491.010000000002,14.93,179478.5,180322.9189999999,164093.8562899999,91.42814113668206,77.78083965308537,dgr16-2024-10-01.xls,2024-10-01,,,
,Lignite,6620,325,,710,1615,0,2325,35.12,4295,4410.32,4013.3912,93.44333410942957,60.625244712990934,dgr16-2024-10-01.xls,2024-10-01,,,
,Gas Liquid,24808.208999999984,8819.883999999998,,304.675,3658.515,10527.479000000001,14490.669000000002,58.41,10317.539999999983,8223.026,8058.565479999999,78.10549297603899,32.48346335682679,dgr16-2024-10-01.xls,2024-10-01,,,
,Diesel,589.201,,,,,,,,589.201,101.05,99.029,16.80733739419994,16.80733739419994,dgr16-2024-10-01.xls,2024-10-01,,,
,Total  THERMAL,242986.91999999998,13445.893999999998,4530,13454.675,21346.015,13505.989000000001,48306.679000000004,19.88036187297654,194680.24099999998,193057.31499999992,176264.84196999992,90.54069435326,72.54087667352627,dgr16-2024-10-01.xls,2024-10-01,,,
,NUCLEAR,,,,,,,,,,,,,,dgr16-2024-10-01.xls,2024-10-01,,,
, Nuclear,8180,320,,1020,540,0,1560,19.07,6620,6621.41,5859.94785,88.51884969788519,71.6375042787286,dgr16-2024-10-01.xls,2024-10-01,,,
,Total  NUCLEAR,8180,320,,1020,540,0,1560,19.070904645476773,6620,6621.41,5859.94785,88.51884969788519,71.6375042787286,dgr16-2024-10-01.xls,2024-10-01,,,
,HYDRO,,,,,,,,,,,,,,dgr16-2024-10-01.xls,2024-10-01,,,
, Hydro,46928.17,1139,,1192.95,1987,3542.5,6722.45,14.32,40205.72,36119.96,35758.7604,88.93948522747509,76.19892358896585,dgr16-2024-10-01.xls,2024-10-01,,,
,Total  HYDRO,46928.17,1139,,1192.95,1987,3542.5,6722.45,14.324977939689528,40205.72,36119.96,35758.7604,88.93948522747509,76.19892358896585,dgr16-2024-10-01.xls,2024-10-01,,,
,Total,298095.08999999997,14904.893999999998,4530,15667.625,23873.015,17048.489,56589.129,18.98358305733919,241505.96099999998,235798.6849999999,217883.55021999992,90.2187048790899,73.09196210511215,dgr16-2024-10-01.xls,2024-10-01,,,
,,,,,,,,,,,,,,,dgr16-2024-10-01.xls,2024-10-01,,,
,https://npp.gov.in   2024/10/03 18:03:11,,,,,,,,,,,,PAGE 1,,dgr16-2024-10-01.xls,2024-10-01,,,
,,"      CENTRAL ELECTRICITY AUTHORITY 
           G O & D WING 
           OPERATION PERFORMANCE MONITORING DIVISION",,,,,,,,,,,,Subreport 16,dgr16-2024-10-02.xls,2024-10-02,,,
,,,,,,,,,,,,,,,dgr16-2024-10-02.xls,2024-10-02,,,
,,Details Of Capacity (mw) Utilization For Power Generation  02-Oct-2024,,,,,,,,,,,,,dgr16-2024-10-02.xls,2024-10-02,,,
,Particulars,Monitored Capacity(MW) ( As on 02-Oct-2024),Capacity under long outage(MW),New Capacity under stabilization/Completion of balance works,Capacity (MW),,,,Capacity outage as percent of Monitered,Capacity on Line(MW),Sum of Max. Power generated (MW),,Max. Power output as % of,,dgr16-2024-10-02.xls,2024-10-02,,,
,,,,,PM,FO,Others,Total,,,Gross,Net,Capacity on line,Monitered,dgr16-2024-10-02.xls,2024-10-02,,,
,THERMAL,,,,,,,,,,,,,,dgr16-2024-10-02.xls,2024-10-02,,,
,Coal,210969.51,4301.01,4530,12300,15737.5,2778.51,30816.010000000002,14.61,180153.5,176915.17099999994,160992.80560999995,89.36423972334701,76.31093498297453,dgr16-2024-10-02.xls,2024-10-02,,,
,Lignite,6620,325,,710,1480,0,2190,33.08,4430,4511.6,4105.5560000000005,92.67620767494358,62.01746223564955,dgr16-2024-10-02.xls,2024-10-02,,,
,Gas Liquid,24808.208999999984,8665.374,,304.675,4305.195,12018.169,16628.039,67.03,8180.169999999984,5701.67,5587.6366,68.3070963072896,22.523337335637585,dgr16-2024-10-02.xls,2024-10-02,,,
,Diesel,589.201,,,,,,,,589.201,101.05,99.029,16.80733739419994,16.80733739419994,dgr16-2024-10-02.xls,2024-10-02,,,
,Total  THERMAL,242986.91999999998,13291.384,4530,13314.675,21522.695,14796.679,49634.049,20.42663407561197,193352.87099999998,187229.49099999995,170785.02720999997,88.32815687024372,70.28568748062652,dgr16-2024-10-02.xls,2024-10-02,,,
,NUCLEAR,,,,,,,,,,,,,,dgr16-2024-10-02.xls,2024-10-02,,,
, Nuclear,8180,320,,1020,1540,0,2560,31.3,5620,5562.179999999999,4922.529299999999,87.58948932384341,60.177619804400976,dgr16-2024-10-02.xls,2024-10-02,,,
,Total  NUCLEAR,8180,320,,1020,1540,0,2560,31.295843520782395,5620,5562.179999999999,4922.529299999999,87.58948932384341,60.177619804400976,dgr16-2024-10-02.xls,2024-10-02,,,
,HYDRO,,,,,,,,,,,,,,dgr16-2024-10-02.xls,2024-10-02,,,
, Hydro,46928.17,1172,,1248.45,1670.5,3715.67,6634.62,14.14,40293.549999999996,35002.77,34652.7423,86.00071798091754,73.8420916477246,dgr16-2024-10-02.xls,2024-10-02,,,
,Total  HYDRO,46928.17,1172,,1248.45,1670.5,3715.67,6634.62,14.137819565518964,40293.549999999996,35002.77,34652.7423,86.00071798091754,73.8420916477246,dgr16-2024-10-02.xls,2024-10-02,,,
,Total,298095.08999999997,14783.384,4530,15583.125,24733.195,18512.349000000002,58828.669,19.73486681716227,239266.42099999997,227794.44099999993,210360.29880999995,87.91885544608033,70.56818641662296,dgr16-2024-10-02.xls,2024-10-02,,,
,,,,,,,,,,,,,,,dgr16-2024-10-02.xls,2024-10-02,,,
,https://npp.gov.in   2024/10/04 12:37:15,,,,,,,,,,,,PAGE 1,,dgr16-2024-10-02.xls,2024-10-02,,,
,,"      CENTRAL ELECTRICITY AUTHORITY 
           G O & D WING 
           OPERATION PERFORMANCE MONITORING DIVISION",,,,,,,,,,,,Subreport 16,dgr16-2024-10-03.xls,2024-10-03,,,
,,,,,,,,,,,,,,,dgr16-2024-10-03.xls,2024-10-03,,,
,,Details Of Capacity (mw) Utilization For Power Generation  03-Oct-2024,,,,,,,,,,,,,dgr16-2024-10-03.xls,2024-10-03,,,
,Particulars,Monitored Capacity(MW) ( As on 03-Oct-2024),Capacity under long outage(MW),New Capacity under stabilization/Completion of balance works,Capacity (MW),,,,Capacity outage as percent of Monitered,Capacity on Line(MW),Sum of Max. Power generated (MW),,Max. Power output as % of,,dgr16-2024-10-03.xls,2024-10-03,,,
,,,,,PM,FO,Others,Total,,,Gross,Net,Capacity on line,Monitered,dgr16-2024-10-03.xls,2024-10-03,,,
,THERMAL,,,,,,,,,,,,,,dgr16-2024-10-03.xls,2024-10-03,,,
,Coal,210969.51,4301.01,4530,12300,13177.5,3408.51,28886.010000000002,13.69,182083.5,178157.23699999996,162123.08566999997,89.03776875444505,76.84669015442087,dgr16-2024-10-03.xls,2024-10-03,,,
,Lignite,6620,325,,710,1420,0,2130,32.18,4490,4332,3942.1200000000003,87.7977728285078,59.548640483383686,dgr16-2024-10-03.xls,2024-10-03,,,
,Gas Liquid,24808.208999999984,8665.374,,151.47500000000002,4574.495000000001,12093.749,16819.719,67.8,7988.489999999983,7474.96,7325.4608,91.70019365361934,29.52837425708565,dgr16-2024-10-03.xls,2024-10-03,,,
,Diesel,589.201,,,,,,,,589.201,101.05,99.029,16.80733739419994,16.80733739419994,dgr16-2024-10-03.xls,2024-10-03,,,
,Total  THERMAL,242986.91999999998,13291.384,4530,13161.475,19171.995000000003,15502.259,47835.72900000001,19.686544855994722,195151.191,190065.24699999994,173489.69546999998,88.90014689687442,71.39877960097604,dgr16-2024-10-03.xls,2024-10-03,,,
,NUCLEAR,,,,,,,,,,,,,,dgr16-2024-10-03.xls,2024-10-03,,,
, Nuclear,8180,320,,1020,1540,0,2560,31.3,5620,5531.92,4895.7492,87.11297508896797,59.850234718826414,dgr16-2024-10-03.xls,2024-10-03,,,
,Total  NUCLEAR,8180,320,,1020,1540,0,2560,31.295843520782395,5620,5531.92,4895.7492,87.11297508896797,59.850234718826414,dgr16-2024-10-03.xls,2024-10-03,,,
,HYDRO,,,,,,,,,,,,,,dgr16-2024-10-03.xls,2024-10-03,,,
, Hydro,46928.17,1208,,1228.5,1657.3,3384.5,6270.3,13.36,40657.869999999995,37201.311000000016,36829.297890000016,90.58344150837223,78.4801493218253,dgr16-2024-10-03.xls,2024-10-03,,,
,Total  HYDRO,46928.17,1208,,1228.5,1657.3,3384.5,6270.3,13.361484157596601,40657.869999999995,37201.311000000016,36829.297890000016,90.58344150837223,78.4801493218253,dgr16-2024-10-03.xls,2024-10-03,,,
,Total,298095.08999999997,14819.384,4530,15409.975,22369.295000000002,18886.759,56666.02900000001,19.00938019475598,241429.061,232798.47799999997,215214.74255999998,89.14202029721683,72.19667474563234,dgr16-2024-10-03.xls,2024-10-03,,,
,,,,,,,,,,,,,,,dgr16-2024-10-03.xls,2024-10-03,,,
,https://npp.gov.in   2024/10/04 17:49:25,,,,,,,,,,,,PAGE 1,,dgr16-2024-10-03.xls,2024-10-03,,,
,,"      CENTRAL ELECTRICITY AUTHORITY 
           G O & D WING 
           OPERATION PERFORMANCE MONITORING DIVISION",,,,,,,,,,,,Subreport 16,dgr16-2024-10-04.xls,2024-10-04,,,
,,,,,,,,,,,,,,,dgr16-2024-10-04.xls,2024-10-04,,,
,,Details Of Capacity (mw) Utilization For Power Generation  04-Oct-2024,,,,,,,,,,,,,dgr16-2024-10-04.xls,2024-10-04,,,
,Particulars,Monitored Capacity(MW) ( As on 04-Oct-2024),Capacity under long outage(MW),New Capacity under stabilization/Completion of balance works,Capacity (MW),,,,Capacity outage as percent of Monitered,Capacity on Line(MW),Sum of Max. Power generated (MW),,Max. Power output as % of,,dgr16-2024-10-04.xls,2024-10-04,,,
,,,,,PM,FO,Others,Total,,,Gross,Net,Capacity on line,Monitered,dgr16-2024-10-04.xls,2024-10-04,,,
,THERMAL,,,,,,,,,,,,,,dgr16-2024-10-04.xls,2024-10-04,,,
,Coal,210969.51,4301.01,4530,10980,11127.5,3198.51,25306.010000000002,12,185663.5,180227.51800000007,164007.04138000007,88.3356402200756,77.7396891996384,dgr16-2024-10-04.xls,2024-10-04,,,
,Lignite,6620,325,,710,1555,0,2265,34.21,4355,4171.639999999999,3796.1923999999995,87.16859701492537,57.34429607250755,dgr16-2024-10-04.xls,2024-10-04,,,
,Gas Liquid,24808.208999999984,8665.374,,151.47500000000002,3622.235,12357.929000000002,16131.639000000003,65.03,8676.569999999982,6766.5599999999995,6631.228799999999,76.42684609240763,26.729977968179817,dgr16-2024-10-04.xls,2024-10-04,,,
,Diesel,589.201,,,,,,,,589.201,101.05,99.029,16.80733739419994,16.80733739419994,dgr16-2024-10-04.xls,2024-10-04,,,
,Total  THERMAL,242986.91999999998,13291.384,4530,11841.475,16304.735,15556.439000000002,43702.649000000005,17.98559733174115,199284.27099999998,191266.76800000004,174533.4915800001,87.58016410637852,71.82834844772718,dgr16-2024-10-04.xls,2024-10-04,,,
,NUCLEAR,,,,,,,,,,,,,,dgr16-2024-10-04.xls,2024-10-04,,,
, Nuclear,8180,320,,1020,540,0,1560,19.07,6620,6556.7,5802.6795,87.65376888217523,70.937402200489,dgr16-2024-10-04.xls,2024-10-04,,,
,Total  NUCLEAR,8180,320,,1020,540,0,1560,19.070904645476773,6620,6556.7,5802.6795,87.65376888217523,70.937402200489,dgr16-2024-10-04.xls,2024-10-04,,,
,HYDRO,,,,,,,,,,,,,,dgr16-2024-10-04.xls,2024-10-04,,,
, Hydro,46928.17,1645,,1225.95,1971.3,3247.17,6444.42,13.73,40483.75,37545.98,37170.520200000006,91.81590193596197,79.20726548680676,dgr16-2024-10-04.xls,2024-10-04,,,
,Total  HYDRO,46928.17,1645,,1225.95,1971.3,3247.17,6444.42,13.732519294913908,40483.75,37545.98,37170.520200000006,91.81590193596197,79.20726548680676,dgr16-2024-10-04.xls,2024-10-04,,,
,Total,298095.08999999997,15256.384,4530,14087.425000000001,18816.035,18803.609000000004,51707.069,17.34583048650684,246388.02099999998,235369.44800000006,217506.6912800001,88.27811124794907,72.9655397141899,dgr16-2024-10-04.xls,2024-10-04,,,
,,,,,,,,,,,,,,,dgr16-2024-10-04.xls,2024-10-04,,,
,https://npp.gov.in   2024/10/07 17:33:27,,,,,,,,,,,,PAGE 1,,dgr16-2024-10-04.xls,2024-10-04,,,
,,"      CENTRAL ELECTRICITY AUTHORITY 
           G O & D WING 
           OPERATION PERFORMANCE MONITORING DIVISION",,,,,,,,,,,,Subreport 16,dgr16-2024-10-05.xls,2024-10-05,,,
,,,,,,,,,,,,,,,dgr16-2024-10-05.xls,2024-10-05,,,
,,Details Of Capacity (mw) Utilization For Power Generation  05-Oct-2024,,,,,,,,,,,,,dgr16-2024-10-05.xls,2024-10-05,,,
,Particulars,Monitored Capacity(MW) ( As on 05-Oct-2024),Capacity under long outage(MW),New Capacity under stabilization/Completion of balance works,Capacity (MW),,,,Capacity outage as percent of Monitered,Capacity on Line(MW),Sum of Max. Power generated (MW),,Max. Power output as % of,,dgr16-2024-10-05.xls,2024-10-05,,,
,,,,,PM,FO,Others,Total,,,Gross,Net,Capacity on line,Monitered,dgr16-2024-10-05.xls,2024-10-05,,,
,THERMAL,,,,,,,,,,,,,,dgr16-2024-10-05.xls,2024-10-05,,,
,Coal,210969.51,4301.01,4530,11270,15872.5,3188.51,30331.010000000002,14.38,180638.5,179762.65000000005,163584.01150000005,90.55877429230206,77.53917212965989,dgr16-2024-10-05.xls,2024-10-05,,,
,Lignite,6620,325,,710,1765,0,2475,37.39,4145,4416,4018.56,96.94957780458383,60.70332326283988,dgr16-2024-10-05.xls,2024-10-05,,,
,Gas Liquid,24808.208999999984,8665.374,,249.51,4915.795,11137.298999999999,16302.604,65.71,8505.604999999985,7531.279999999997,7380.654399999997,86.77400843326265,29.75085545272535,dgr16-2024-10-05.xls,2024-10-05,,,
,Diesel,589.201,,,,,,,,589.201,101.05,99.029,16.80733739419994,16.80733739419994,dgr16-2024-10-05.xls,2024-10-05,,,
,Total  THERMAL,242986.91999999998,13291.384,4530,12229.51,22553.295,14325.809,49108.614,20.210394040963195,193878.30599999998,191810.98000000004,175082.25490000006,90.30523244823486,72.05418913083884,dgr16-2024-10-05.xls,2024-10-05,,,
,NUCLEAR,,,,,,,,,,,,,,dgr16-2024-10-05.xls,2024-10-05,,,
, Nuclear,8180,320,,1020,540,0,1560,19.07,6620,6586.1,5828.6985,88.04680513595167,71.25548288508557,dgr16-2024-10-05.xls,2024-10-05,,,
,Total  NUCLEAR,8180,320,,1020,540,0,1560,19.070904645476773,6620,6586.1,5828.6985,88.04680513595167,71.25548288508557,dgr16-2024-10-05.xls,2024-10-05,,,
,HYDRO,,,,,,,,,,,,,,dgr16-2024-10-05.xls,2024-10-05,,,
, Hydro,46928.17,1634,,1225.95,2106.3,3335.84,6668.09,14.21,40260.08,36803.030000000006,36434.99970000001,90.49907426910231,77.63993290170916,dgr16-2024-10-05.xls,2024-10-05,,,
,Total  HYDRO,46928.17,1634,,1225.95,2106.3,3335.84,6668.09,14.209141332380955,40260.08,36803.030000000006,36434.99970000001,90.49907426910231,77.63993290170916,dgr16-2024-10-05.xls,2024-10-05,,,
,Total,298095.08999999997,15245.384,4530,14475.460000000001,25199.594999999998,17661.648999999998,57336.704,19.234367127616895,240758.386,235200.11000000004,217345.95310000007,90.27554832503324,72.91161793372716,dgr16-2024-10-05.xls,2024-10-05,,,
,,,,,,,,,,,,,,,dgr16-2024-10-05.xls,2024-10-05,,,
,https://npp.gov.in   2024/10/07 17:38:51,,,,,,,,,,,,PAGE 1,,dgr16-2024-10-05.xls,2024-10-05,,,
,,"      CENTRAL ELECTRICITY AUTHORITY 
           G O & D WING 
           OPERATION PERFORMANCE MONITORING DIVISION",,,,,,,,,,,,Subreport 16,dgr16-2024-10-06.xls,2024-10-06,,,
,,,,,,,,,,,,,,,dgr16-2024-10-06.xls,2024-10-06,,,
,,Details Of Capacity (mw) Utilization For Power Generation  06-Oct-2024,,,,,,,,,,,,,dgr16-2024-10-06.xls,2024-10-06,,,
,Particulars,Monitored Capacity(MW) ( As on 06-Oct-2024),Capacity under long outage(MW),New Capacity under stabilization/Completion of balance works,Capacity (MW),,,,Capacity outage as percent of Monitered,Capacity on Line(MW),Sum of Max. Power generated (MW),,Max. Power output as % of,,dgr16-2024-10-06.xls,2024-10-06,,,
,,,,,PM,FO,Others,Total,,,Gross,Net,Capacity on line,Monitered,dgr16-2024-10-06.xls,2024-10-06,,,
,THERMAL,,,,,,,,,,,,,,dgr16-2024-10-06.xls,2024-10-06,,,
,Coal,210969.51,4301.01,4530,11770,13237.5,3198.51,28206.010000000002,13.37,182763.5,178942.1450000001,162837.3519500001,89.09730441253319,77.18525390232934,dgr16-2024-10-06.xls,2024-10-06,,,
,Lignite,6620,325,,710,1380,0,2090,31.57,4530,4261.389999999999,3877.8648999999996,85.60408167770419,58.57801963746223,dgr16-2024-10-06.xls,2024-10-06,,,
,Gas Liquid,24808.208999999984,8665.374,,249.51,5551.295,12360.224,18161.029000000002,73.21,6647.179999999982,4904.92,4806.8216,72.31369693614454,19.375931571682596,dgr16-2024-10-06.xls,2024-10-06,,,
,Diesel,589.201,,,,,,,,589.201,101.05,99.029,16.80733739419994,16.80733739419994,dgr16-2024-10-06.xls,2024-10-06,,,
,Total  THERMAL,242986.91999999998,13291.384,4530,12729.51,20168.795,15558.734,48457.039000000004,19.942241747004328,194529.881,188209.5050000001,171621.0674500001,88.22349891325955,70.6297554823116,dgr16-2024-10-06.xls,2024-10-06,,,
,NUCLEAR,,,,,,,,,,,,,,dgr16-2024-10-06.xls,2024-10-06,,,
, Nuclear,8180,320,,1020,760,0,1780,21.76,6400,6370.41,5637.81285,88.09082578125,68.9219174816626,dgr16-2024-10-06.xls,2024-10-06,,,
,Total  NUCLEAR,8180,320,,1020,760,0,1780,21.76039119804401,6400,6370.41,5637.81285,88.09082578125,68.9219174816626,dgr16-2024-10-06.xls,2024-10-06,,,
,HYDRO,,,,,,,,,,,,,,dgr16-2024-10-06.xls,2024-10-06,,,
, Hydro,46928.17,1740,,1442.95,1886.3,3291.5,6620.75,14.11,40307.42,36574.33000000002,36208.58670000002,89.83107006104589,77.1574657609705,dgr16-2024-10-06.xls,2024-10-06,,,
,Total  HYDRO,46928.17,1740,,1442.95,1886.3,3291.5,6620.75,14.108263757142034,40307.42,36574.33000000002,36208.58670000002,89.83107006104589,77.1574657609705,dgr16-2024-10-06.xls,2024-10-06,,,
,Total,298095.08999999997,15351.384,4530,15192.460000000001,22815.094999999998,18850.234,56857.789000000004,19.07370866121948,241237.30099999998,231154.2450000001,213467.4670000001,88.48858203731939,71.6105277010769,dgr16-2024-10-06.xls,2024-10-06,,,
,,,,,,,,,,,,,,,dgr16-2024-10-06.xls,2024-10-06,,,
,https://npp.gov.in   2024/10/08 17:45:13,,,,,,,,,,,,PAGE 1,,dgr16-2024-10-06.xls,2024-10-06,,,
,,"      CENTRAL ELECTRICITY AUTHORITY 
           G O & D WING 
           OPERATION PERFORMANCE MONITORING DIVISION",,,,,,,,,,,,Subreport 16,dgr16-2024-10-07.xls,2024-10-07,,,
,,,,,,,,,,,,,,,dgr16-2024-10-07.xls,2024-10-07,,,
,,Details Of Capacity (mw) Utilization For Power Generation  07-Oct-2024,,,,,,,,,,,,,dgr16-2024-10-07.xls,2024-10-07,,,
,Particulars,Monitored Capacity(MW) ( As on 07-Oct-2024),Capacity under long outage(MW),New Capacity under stabilization/Completion of balance works,Capacity (MW),,,,Capacity outage as percent of Monitered,Capacity on Line(MW),Sum of Max. Power generated (MW),,Max. Power output as % of,,dgr16-2024-10-07.xls,2024-10-07,,,
,,,,,PM,FO,Others,Total,,,Gross,Net,Capacity on line,Monitered,dgr16-2024-10-07.xls,2024-10-07,,,
,THERMAL,,,,,,,,,,,,,,dgr16-2024-10-07.xls,2024-10-07,,,
,Coal,210969.51,4301.01,4530,11270,14232.5,2988.51,28491.010000000002,13.5,182478.5,180698.55799999996,164435.68777999998,90.11236270574341,77.94286851213712,dgr16-2024-10-07.xls,2024-10-07,,,
,Lignite,6620,325,,710,1515,0,2225,33.61,4395,4212.889999999999,3833.7299,87.22934926052332,57.91132779456193,dgr16-2024-10-07.xls,2024-10-07,,,
,Gas Liquid,24808.208999999984,8665.374,,249.51,5550.795000000001,12129.224,17929.529000000002,72.27,6878.679999999982,7508.41,7358.2418,106.9717125960216,29.66051197004993,dgr16-2024-10-07.xls,2024-10-07,,,
,Diesel,589.201,,,,,,,,589.201,101.05,99.029,16.80733739419994,16.80733739419994,dgr16-2024-10-07.xls,2024-10-07,,,
,Total  THERMAL,242986.91999999998,13291.384,4530,12229.51,21298.295000000002,15117.734,48645.539000000004,20.019817939171382,194341.381,192520.90799999997,175726.68847999998,90.42165264843929,72.31940241063182,dgr16-2024-10-07.xls,2024-10-07,,,
,NUCLEAR,,,,,,,,,,,,,,dgr16-2024-10-07.xls,2024-10-07,,,
, Nuclear,8180,320,,1020,760,0,1780,21.76,6400,6382.63,5648.62755,88.25980546875,69.05412652811737,dgr16-2024-10-07.xls,2024-10-07,,,
,Total  NUCLEAR,8180,320,,1020,760,0,1780,21.76039119804401,6400,6382.63,5648.62755,88.25980546875,69.05412652811737,dgr16-2024-10-07.xls,2024-10-07,,,
,HYDRO,,,,,,,,,,,,,,dgr16-2024-10-07.xls,2024-10-07,,,
, Hydro,46928.17,1704,,1197.95,2173.3,3185.75,6557,13.97,40371.17,36696.850000000006,36329.8815,89.98966713127216,77.41593482123851,dgr16-2024-10-07.xls,2024-10-07,,,
,Total  HYDRO,46928.17,1704,,1197.95,2173.3,3185.75,6557,13.972417846253116,40371.17,36696.850000000006,36329.8815,89.98966713127216,77.41593482123851,dgr16-2024-10-07.xls,2024-10-07,,,
,Total,298095.08999999997,15315.384,4530,14447.460000000001,24231.595,18303.484,56982.539000000004,19.11555772354386,241112.55099999998,235600.38799999998,217705.19753,90.2919390247752,73.03213130078728,dgr16-2024-10-07.xls,2024-10-07,,,
,,,,,,,,,,,,,,,dgr16-2024-10-07.xls,2024-10-07,,,
,https://npp.gov.in   2024/10/08 17:51:10,,,,,,,,,,,,PAGE 1,,dgr16-2024-10-07.xls,2024-10-07,,,
,,"      CENTRAL ELECTRICITY AUTHORITY 
           G O & D WING 
           OPERATION PERFORMANCE MONITORING DIVISION",,,,,,,,,,,,Subreport 16,dgr16-2024-10-08.xls,2024-10-08,,,
,,,,,,,,,,,,,,,dgr16-2024-10-08.xls,2024-10-08,,,
,,Details Of Capacity (mw) Utilization For Power Generation  08-Oct-2024,,,,,,,,,,,,,dgr16-2024-10-08.xls,2024-10-08,,,
,Particulars,Monitored Capacity(MW) ( As on 08-Oct-2024),Capacity under long outage(MW),New Capacity under stabilization/Completion of balance works,Capacity (MW),,,,Capacity outage as percent of Monitered,Capacity on Line(MW),Sum of Max. Power generated (MW),,Max. Power output as % of,,dgr16-2024-10-08.xls,2024-10-08,,,
,,,,,PM,FO,Others,Total,,,Gross,Net,Capacity on line,Monitered,dgr16-2024-10-08.xls,2024-10-08,,,
,THERMAL,,,,,,,,,,,,,,dgr16-2024-10-08.xls,2024-10-08,,,
,Coal,210969.51,4301.01,4530,10670,14367.5,2988.51,28026.010000000002,13.28,182943.5,180180.578,163964.32598000002,89.62566365025269,77.71944200846843,dgr16-2024-10-08.xls,2024-10-08,,,
,Lignite,6620,325,,500,1430,0,1930,29.15,4690,4465.0599999999995,4063.2045999999996,86.63549253731343,61.37771299093655,dgr16-2024-10-08.xls,2024-10-08,,,
,Gas Liquid,24808.208999999984,8665.374,,259.475,5059.795000000001,10840.144,16159.414,65.14,8648.794999999984,7661.049999999999,7507.828999999999,86.80780386169418,30.263486574141663,dgr16-2024-10-08.xls,2024-10-08,,,
,Diesel,589.201,,,,,,,,589.201,101.05,99.029,16.80733739419994,16.80733739419994,dgr16-2024-10-08.xls,2024-10-08,,,
,Total  THERMAL,242986.91999999998,13291.384,4530,11429.475,20857.295000000002,13828.654,46115.424,18.97856230285976,196871.49599999998,192407.73799999998,175634.38858000003,89.21270582512363,72.28141686803554,dgr16-2024-10-08.xls,2024-10-08,,,
,NUCLEAR,,,,,,,,,,,,,,dgr16-2024-10-08.xls,2024-10-08,,,
, Nuclear,8180,320,,1020,760,0,1780,21.76,6400,6395.650000000001,5660.150250000001,88.43984765625001,69.19499083129585,dgr16-2024-10-08.xls,2024-10-08,,,
,Total  NUCLEAR,8180,320,,1020,760,0,1780,21.76039119804401,6400,6395.650000000001,5660.150250000001,88.43984765625001,69.19499083129585,dgr16-2024-10-08.xls,2024-10-08,,,
,HYDRO,,,,,,,,,,,,,,dgr16-2024-10-08.xls,2024-10-08,,,
, Hydro,46928.17,1471,,1192.95,1949.3,3372.7,6514.95,13.88,40413.22,36608.12,36242.0388,89.67867148423214,77.22874938443157,dgr16-2024-10-08.xls,2024-10-08,,,
,Total  HYDRO,46928.17,1471,,1192.95,1949.3,3372.7,6514.95,13.88281281797266,40413.22,36608.12,36242.0388,89.67867148423214,77.22874938443157,dgr16-2024-10-08.xls,2024-10-08,,,
,Total,298095.08999999997,15082.384,4530,13642.425000000001,23566.595,17201.354,54410.373999999996,18.252690441831835,243684.716,235411.50799999997,217536.57763000004,89.26968469782899,72.97556549153495,dgr16-2024-10-08.xls,2024-10-08,,,
,,,,,,,,,,,,,,,dgr16-2024-10-08.xls,2024-10-08,,,
,https://npp.gov.in   2024/10/09 17:31:59,,,,,,,,,,,,PAGE 1,,dgr16-2024-10-08.xls,2024-10-08,,,
,,"      CENTRAL ELECTRICITY AUTHORITY 
           G O & D WING 
           OPERATION PERFORMANCE MONITORING DIVISION",,,,,,,,,,,,Subreport 16,dgr16-2024-10-09.xls,2024-10-09,,,
,,,,,,,,,,,,,,,dgr16-2024-10-09.xls,2024-10-09,,,
,,Details Of Capacity (mw) Utilization For Power Generation  09-Oct-2024,,,,,,,,,,,,,dgr16-2024-10-09.xls,2024-10-09,,,
,Particulars,Monitored Capacity(MW) ( As on 09-Oct-2024),Capacity under long outage(MW),New Capacity under stabilization/Completion of balance works,Capacity (MW),,,,Capacity outage as percent of Monitered,Capacity on Line(MW),Sum of Max. Power generated (MW),,Max. Power output as % of,,dgr16-2024-10-09.xls,2024-10-09,,,
,,,,,PM,FO,Others,Total,,,Gross,Net,Capacity on line,Monitered,dgr16-2024-10-09.xls,2024-10-09,,,
