Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,source_file,Date,Unnamed: 15,Unnamed: 16,Unnamed: 17
,,"      CENTRAL ELECTRICITY AUTHORITY 
,Coal Lignite,0,,,0,0,0,0,0,0,,,0,0,dgr16-2022-01-18.xls,2022-01-18,,,
,Gas Liquid,24869.508999999995,9343.12,,617.3499999999999,6451.935,10410.679000000002,17479.964,70.29,7389.544999999995,3413.4300000000007,3345.161400000001,45.26884131566968,13.45085421670368,dgr16-2022-01-18.xls,2022-01-18,,,
,Diesel,509.709,,,,,,,,509.709,46.05,45.129,8.853875446578341,8.853875446578341,dgr16-2022-01-18.xls,2022-01-18,,,
,Total  THERMAL,235188.718,17816.120000000003,6307,9041.35,44935.935,18155.679000000004,72132.964,30.670248391761724,163055.754,156090.57499999992,142284.58684999996,87.26130992592876,60.498049421741385,dgr16-2022-01-18.xls,2022-01-18,,,
,NUCLEAR,,,,,,,,,,,,,,dgr16-2022-01-18.xls,2022-01-18,,,
, Nuclear,6780,640,,860,540,0,1400,20.65,5380,5491.28,4859.7828,90.33053531598513,71.67821238938053,dgr16-2022-01-18.xls,2022-01-18,,,
,Total  NUCLEAR,6780,640,,860,540,0,1400,20.64896755162242,5380,5491.28,4859.7828,90.33053531598513,71.67821238938053,dgr16-2022-01-18.xls,2022-01-18,,,
,HYDRO,,,,,,,,,,,,,,dgr16-2022-01-18.xls,2022-01-18,,,
, Hydro,46512.22,3405.95,,2796.92,1634.2,4722.1,9153.220000000001,19.68,37359,27230.8,26958.492,72.16063599132738,57.96001996894579,dgr16-2022-01-18.xls,2022-01-18,,,
,Total  HYDRO,46512.22,3405.95,,2796.92,1634.2,4722.1,9153.220000000001,19.67917248413428,37359,27230.8,26958.492,72.16063599132738,57.96001996894579,dgr16-2022-01-18.xls,2022-01-18,,,
,Total,288480.93799999997,21862.070000000003,6307,12698.27,47110.134999999995,22877.779000000002,82686.18400000001,28.662616176046967,205794.754,188812.6549999999,174102.86164999995,84.6002428468123,60.35159995562687,dgr16-2022-01-18.xls,2022-01-18,,,
,,,,,,,,,,,,,,,dgr16-2022-01-18.xls,2022-01-18,,,
,https://npp.gov.in   2022/01/20 16:53:43,,,,,,,,,,,,PAGE 1,,dgr16-2022-01-18.xls,2022-01-18,,,
,,"      CENTRAL ELECTRICITY AUTHORITY 
           G O & D WING 
           OPERATION PERFORMANCE MONITORING DIVISION",,,,,,,,,,,,Subreport 16,dgr16-2022-01-19.xls,2022-01-19,,,
,,,,,,,,,,,,,,,dgr16-2022-01-19.xls,2022-01-19,,,
,,Details Of Capacity (mw) Utilization For Power Generation  19-Jan-2022,,,,,,,,,,,,,dgr16-2022-01-19.xls,2022-01-19,,,
,Particulars,Monitored Capacity(MW) ( As on 19-Jan-2022),Capacity under long outage(MW),New Capacity under stabilization/Completion of balance works,Capacity (MW),,,,Capacity outage as percent of Monitered,Capacity on Line(MW),Sum of Max. Power generated (MW),,Max. Power output as % of,,dgr16-2022-01-19.xls,2022-01-19,,,
,,,,,PM,FO,Others,Total,,,Gross,Net,Capacity on line,Monitered,dgr16-2022-01-19.xls,2022-01-19,,,
,THERMAL,,,,,,,,,,,,,,dgr16-2022-01-19.xls,2022-01-19,,,
,Coal Lignite,209809.5,8473,6307,8634,38874,6995,54503,25.98,155306.5,154226.619,140346.22329000002,90.36725654753666,66.89221569566679,dgr16-2022-01-19.xls,2022-01-19,,,
,Coal Lignite,0,,,0,0,0,0,0,0,,,0,0,dgr16-2022-01-19.xls,2022-01-19,,,
,Gas Liquid,24869.508999999995,9343.12,,617.3499999999999,6451.935,10410.679000000002,17479.964,70.29,7389.544999999995,3437,3368.2599999999998,45.581426190651825,13.543733412670111,dgr16-2022-01-19.xls,2022-01-19,,,
,Diesel,509.709,,,,,,,,509.709,46.05,45.129,8.853875446578341,8.853875446578341,dgr16-2022-01-19.xls,2022-01-19,,,
,Total  THERMAL,235188.718,17816.120000000003,6307,9251.35,45325.935,17405.679000000004,71982.964,30.606469822247174,163205.754,157709.669,143759.61229000002,88.08489208658662,61.1252161721465,dgr16-2022-01-19.xls,2022-01-19,,,
,NUCLEAR,,,,,,,,,,,,,,dgr16-2022-01-19.xls,2022-01-19,,,
, Nuclear,6780,640,,860,540,0,1400,20.65,5380,5493.7,4861.9245,90.37034386617101,71.70980088495575,dgr16-2022-01-19.xls,2022-01-19,,,
,Total  NUCLEAR,6780,640,,860,540,0,1400,20.64896755162242,5380,5493.7,4861.9245,90.37034386617101,71.70980088495575,dgr16-2022-01-19.xls,2022-01-19,,,
,HYDRO,,,,,,,,,,,,,,dgr16-2022-01-19.xls,2022-01-19,,,
, Hydro,46512.22,3405.95,,3280.59,1889.2,4507.3,9677.09,20.81,36835.130000000005,27588.140000000018,27312.258600000016,74.14731154742772,58.72060847665412,dgr16-2022-01-19.xls,2022-01-19,,,
,Total  HYDRO,46512.22,3405.95,,3280.59,1889.2,4507.3,9677.09,20.805478646256834,36835.130000000005,27588.140000000018,27312.258600000016,74.14731154742772,58.72060847665412,dgr16-2022-01-19.xls,2022-01-19,,,
,Total,288480.93799999997,21862.070000000003,6307,13391.94,47755.134999999995,21912.979000000003,83060.054,28.792215726919196,205420.884,190791.50900000002,175933.79539000004,85.64552540334704,60.98628096876199,dgr16-2022-01-19.xls,2022-01-19,,,
,,,,,,,,,,,,,,,dgr16-2022-01-19.xls,2022-01-19,,,
,https://npp.gov.in   2022/01/21 16:46:00,,,,,,,,,,,,PAGE 1,,dgr16-2022-01-19.xls,2022-01-19,,,
,,"      CENTRAL ELECTRICITY AUTHORITY 
           G O & D WING 
           OPERATION PERFORMANCE MONITORING DIVISION",,,,,,,,,,,,Subreport 16,dgr16-2022-01-20.xls,2022-01-20,,,
,,,,,,,,,,,,,,,dgr16-2022-01-20.xls,2022-01-20,,,
,,Details Of Capacity (mw) Utilization For Power Generation  20-Jan-2022,,,,,,,,,,,,,dgr16-2022-01-20.xls,2022-01-20,,,
,Particulars,Monitored Capacity(MW) ( As on 20-Jan-2022),Capacity under long outage(MW),New Capacity under stabilization/Completion of balance works,Capacity (MW),,,,Capacity outage as percent of Monitered,Capacity on Line(MW),Sum of Max. Power generated (MW),,Max. Power output as % of,,dgr16-2022-01-20.xls,2022-01-20,,,
,,,,,PM,FO,Others,Total,,,Gross,Net,Capacity on line,Monitered,dgr16-2022-01-20.xls,2022-01-20,,,
,THERMAL,,,,,,,,,,,,,,dgr16-2022-01-20.xls,2022-01-20,,,
,Coal Lignite,209809.5,8473,6307,8384,36584,6245,51213,24.41,158596.5,155665.44700000001,141655.55677000002,89.31821116481134,67.51627393897799,dgr16-2022-01-20.xls,2022-01-20,,,
,Coal Lignite,0,,,0,0,0,0,0,0,,,0,0,dgr16-2022-01-20.xls,2022-01-20,,,
,Gas Liquid,24869.508999999995,9343.12,,497.55,6472.935,10410.679000000002,17381.164000000004,69.89,7488.34499999999,3537.7300000000005,3466.9754000000003,46.298286203426855,13.940666862381565,dgr16-2022-01-20.xls,2022-01-20,,,
,Diesel,509.709,,,,,,,,509.709,46.05,45.129,8.853875446578341,8.853875446578341,dgr16-2022-01-20.xls,2022-01-20,,,
,Total  THERMAL,235188.718,17816.120000000003,6307,8881.55,43056.935,16655.679000000004,68594.164,29.165584379774543,166594.554,159249.227,145167.66117,87.13829935281078,61.72390512796622,dgr16-2022-01-20.xls,2022-01-20,,,
,NUCLEAR,,,,,,,,,,,,,,dgr16-2022-01-20.xls,2022-01-20,,,
, Nuclear,6780,640,,860,540,0,1400,20.65,5380,5501.4,4868.739,90.49700743494424,71.81030973451327,dgr16-2022-01-20.xls,2022-01-20,,,
,Total  NUCLEAR,6780,640,,860,540,0,1400,20.64896755162242,5380,5501.4,4868.739,90.49700743494424,71.81030973451327,dgr16-2022-01-20.xls,2022-01-20,,,
,HYDRO,,,,,,,,,,,,,,dgr16-2022-01-20.xls,2022-01-20,,,
, Hydro,46512.22,3485.95,,3206.99,1794.2,4812.9,9814.09,21.1,36698.130000000005,27810.347,27532.24353,75.02355986531192,59.19357005535319,dgr16-2022-01-20.xls,2022-01-20,,,
,Total  HYDRO,46512.22,3485.95,,3206.99,1794.2,4812.9,9814.09,21.100024896683063,36698.130000000005,27810.347,27532.24353,75.02355986531192,59.19357005535319,dgr16-2022-01-20.xls,2022-01-20,,,
,Total,288480.93799999997,21942.070000000003,6307,12948.539999999999,45391.134999999995,21468.579000000005,79808.254,27.66500086740567,208672.684,192560.97400000002,177568.64370000002,85.0943402347765,61.552990270712456,dgr16-2022-01-20.xls,2022-01-20,,,
,,,,,,,,,,,,,,,dgr16-2022-01-20.xls,2022-01-20,,,
,https://npp.gov.in   2022/01/21 17:29:21,,,,,,,,,,,,PAGE 1,,dgr16-2022-01-20.xls,2022-01-20,,,
,,"      CENTRAL ELECTRICITY AUTHORITY 
           G O & D WING 
           OPERATION PERFORMANCE MONITORING DIVISION",,,,,,,,,,,,Subreport 16,dgr16-2022-01-21.xls,2022-01-21,,,
,,,,,,,,,,,,,,,dgr16-2022-01-21.xls,2022-01-21,,,
,,Details Of Capacity (mw) Utilization For Power Generation  21-Jan-2022,,,,,,,,,,,,,dgr16-2022-01-21.xls,2022-01-21,,,
,Particulars,Monitored Capacity(MW) ( As on 21-Jan-2022),Capacity under long outage(MW),New Capacity under stabilization/Completion of balance works,Capacity (MW),,,,Capacity outage as percent of Monitered,Capacity on Line(MW),Sum of Max. Power generated (MW),,Max. Power output as % of,,dgr16-2022-01-21.xls,2022-01-21,,,
,,,,,PM,FO,Others,Total,,,Gross,Net,Capacity on line,Monitered,dgr16-2022-01-21.xls,2022-01-21,,,
,THERMAL,,,,,,,,,,,,,,dgr16-2022-01-21.xls,2022-01-21,,,
,Coal Lignite,210079.5,8473,6577,9044,36409,5035,50488,24.03,159591.5,158090.945,143862.75995,90.14437482572694,68.4801515378702,dgr16-2022-01-21.xls,2022-01-21,,,
,Coal Lignite,0,,,0,0,0,0,0,0,,,0,0,dgr16-2022-01-21.xls,2022-01-21,,,
,Gas Liquid,24869.508999999995,9343.12,,617.3499999999999,6451.935,10410.679000000002,17479.964,70.29,7389.544999999995,3568.58,3497.2084,47.326437554680325,14.062233395922696,dgr16-2022-01-21.xls,2022-01-21,,,
,Diesel,509.709,,,,,,,,509.709,46.05,45.129,8.853875446578341,8.853875446578341,dgr16-2022-01-21.xls,2022-01-21,,,
,Total  THERMAL,235458.718,17816.120000000003,6577,9661.35,42860.935,15445.679000000002,67967.964,28.866191312568013,167490.754,161705.57499999998,147405.09735,88.00790123017777,62.60337209089876,dgr16-2022-01-21.xls,2022-01-21,,,
,NUCLEAR,,,,,,,,,,,,,,dgr16-2022-01-21.xls,2022-01-21,,,
, Nuclear,6780,640,,860,540,0,1400,20.65,5380,5497.48,4865.2698,90.43252416356877,71.75914159292034,dgr16-2022-01-21.xls,2022-01-21,,,
,Total  NUCLEAR,6780,640,,860,540,0,1400,20.64896755162242,5380,5497.48,4865.2698,90.43252416356877,71.75914159292034,dgr16-2022-01-21.xls,2022-01-21,,,
,HYDRO,,,,,,,,,,,,,,dgr16-2022-01-21.xls,2022-01-21,,,
, Hydro,46512.22,3485.95,,3239.32,1793.2,4853.17,9885.69,21.25,36626.53,26858.120000000006,26589.538800000006,72.59639064907324,57.16678068688187,dgr16-2022-01-21.xls,2022-01-21,,,
,Total  HYDRO,46512.22,3485.95,,3239.32,1793.2,4853.17,9885.69,21.253962937051813,36626.53,26858.120000000006,26589.538800000006,72.59639064907324,57.16678068688187,dgr16-2022-01-21.xls,2022-01-21,,,
,Total,288750.93799999997,21942.070000000003,6577,13760.67,45194.134999999995,20298.849000000002,79253.65400000001,27.447063739062216,209497.28399999999,194061.175,178859.90595000001,85.37576360655828,61.94262335175515,dgr16-2022-01-21.xls,2022-01-21,,,
,,,,,,,,,,,,,,,dgr16-2022-01-21.xls,2022-01-21,,,
,https://npp.gov.in   2022/01/24 17:21:19,,,,,,,,,,,,PAGE 1,,dgr16-2022-01-21.xls,2022-01-21,,,
,,"      CENTRAL ELECTRICITY AUTHORITY 
           G O & D WING 
           OPERATION PERFORMANCE MONITORING DIVISION",,,,,,,,,,,,Subreport 16,dgr16-2022-01-22.xls,2022-01-22,,,
,,,,,,,,,,,,,,,dgr16-2022-01-22.xls,2022-01-22,,,
,,Details Of Capacity (mw) Utilization For Power Generation  22-Jan-2022,,,,,,,,,,,,,dgr16-2022-01-22.xls,2022-01-22,,,
,Particulars,Monitored Capacity(MW) ( As on 22-Jan-2022),Capacity under long outage(MW),New Capacity under stabilization/Completion of balance works,Capacity (MW),,,,Capacity outage as percent of Monitered,Capacity on Line(MW),Sum of Max. Power generated (MW),,Max. Power output as % of,,dgr16-2022-01-22.xls,2022-01-22,,,
,,,,,PM,FO,Others,Total,,,Gross,Net,Capacity on line,Monitered,dgr16-2022-01-22.xls,2022-01-22,,,
,THERMAL,,,,,,,,,,,,,,dgr16-2022-01-22.xls,2022-01-22,,,
,Coal Lignite,210079.5,8743,6577,9044,35759,5805,50608,24.09,159471.5,154155.84699999992,140281.82076999993,87.96670299708721,66.77558770370261,dgr16-2022-01-22.xls,2022-01-22,,,
,Coal Lignite,0,,,0,0,0,0,0,0,,,0,0,dgr16-2022-01-22.xls,2022-01-22,,,
,Gas Liquid,24869.508999999995,9343.12,,617.3499999999999,6451.935,10410.679000000002,17479.964,70.29,7389.544999999995,3460.7700000000004,3391.5546000000004,45.89666346168814,13.637400722306184,dgr16-2022-01-22.xls,2022-01-22,,,
,Diesel,509.709,,,,,,,,509.709,46.05,45.129,8.853875446578341,8.853875446578341,dgr16-2022-01-22.xls,2022-01-22,,,
,Total  THERMAL,235458.718,18086.120000000003,6577,9661.35,42210.935,16215.679000000002,68087.964,28.91715566038205,167370.754,157662.6669999999,143718.50436999992,85.86834971777681,61.03766536688606,dgr16-2022-01-22.xls,2022-01-22,,,
,NUCLEAR,,,,,,,,,,,,,,dgr16-2022-01-22.xls,2022-01-22,,,
, Nuclear,6780,640,,860,540,0,1400,20.65,5380,5487.55,4856.48175,90.26917750929367,71.6295243362832,dgr16-2022-01-22.xls,2022-01-22,,,
,Total  NUCLEAR,6780,640,,860,540,0,1400,20.64896755162242,5380,5487.55,4856.48175,90.26917750929367,71.6295243362832,dgr16-2022-01-22.xls,2022-01-22,,,
,HYDRO,,,,,,,,,,,,,,dgr16-2022-01-22.xls,2022-01-22,,,
, Hydro,46512.22,3485.95,,2895.65,1793.2,5043.3,9732.150000000001,20.92,36780.07,26777.460000000006,26509.685400000006,72.07622334595885,56.995098062401674,dgr16-2022-01-22.xls,2022-01-22,,,
,Total  HYDRO,46512.22,3485.95,,2895.65,1793.2,5043.3,9732.150000000001,20.92385613931135,36780.07,26777.460000000006,26509.685400000006,72.07622334595885,56.995098062401674,dgr16-2022-01-22.xls,2022-01-22,,,
,Total,288750.93799999997,22212.070000000003,6577,13417,44544.134999999995,21258.979000000003,79220.114,27.435448192379557,209530.824,189927.6769999999,175084.67151999995,83.56034123170343,60.63518710370387,dgr16-2022-01-22.xls,2022-01-22,,,
,,,,,,,,,,,,,,,dgr16-2022-01-22.xls,2022-01-22,,,
,https://npp.gov.in   2022/01/25 17:20:23,,,,,,,,,,,,PAGE 1,,dgr16-2022-01-22.xls,2022-01-22,,,
,,"      CENTRAL ELECTRICITY AUTHORITY 
           G O & D WING 
           OPERATION PERFORMANCE MONITORING DIVISION",,,,,,,,,,,,Subreport 16,dgr16-2022-01-23.xls,2022-01-23,,,
,,,,,,,,,,,,,,,dgr16-2022-01-23.xls,2022-01-23,,,
,,Details Of Capacity (mw) Utilization For Power Generation  23-Jan-2022,,,,,,,,,,,,,dgr16-2022-01-23.xls,2022-01-23,,,
,Particulars,Monitored Capacity(MW) ( As on 23-Jan-2022),Capacity under long outage(MW),New Capacity under stabilization/Completion of balance works,Capacity (MW),,,,Capacity outage as percent of Monitered,Capacity on Line(MW),Sum of Max. Power generated (MW),,Max. Power output as % of,,dgr16-2022-01-23.xls,2022-01-23,,,
,,,,,PM,FO,Others,Total,,,Gross,Net,Capacity on line,Monitered,dgr16-2022-01-23.xls,2022-01-23,,,
,THERMAL,,,,,,,,,,,,,,dgr16-2022-01-23.xls,2022-01-23,,,
,Coal Lignite,210079.5,8473,6577,8244,35469,6035,49748,23.68,160331.5,153204.28399999996,139415.89843999996,86.95477709620378,66.36339977960722,dgr16-2022-01-23.xls,2022-01-23,,,
,Coal Lignite,0,,,0,0,0,0,0,0,,,0,0,dgr16-2022-01-23.xls,2022-01-23,,,
,Gas Liquid,24869.508999999995,9343.12,,555.1,6451.935,10687.679000000002,17694.714000000004,71.15,7174.794999999991,3516.0500000000006,3445.7290000000007,48.025469717253316,13.85523534059318,dgr16-2022-01-23.xls,2022-01-23,,,
,Diesel,509.709,,,,,,,,509.709,46.05,45.129,8.853875446578341,8.853875446578341,dgr16-2022-01-23.xls,2022-01-23,,,
,Total  THERMAL,235458.718,17816.120000000003,6577,8799.1,41920.935,16722.679000000004,67442.714,28.643116115156968,168016.004,156766.38399999993,142906.75643999994,85.05544295649356,60.69291366820402,dgr16-2022-01-23.xls,2022-01-23,,,
,NUCLEAR,,,,,,,,,,,,,,dgr16-2022-01-23.xls,2022-01-23,,,
, Nuclear,6780,640,,860,540,0,1400,20.65,5380,5504.5599999999995,4871.535599999999,90.54898884758363,71.85155752212388,dgr16-2022-01-23.xls,2022-01-23,,,
,Total  NUCLEAR,6780,640,,860,540,0,1400,20.64896755162242,5380,5504.5599999999995,4871.535599999999,90.54898884758363,71.85155752212388,dgr16-2022-01-23.xls,2022-01-23,,,
,HYDRO,,,,,,,,,,,,,,dgr16-2022-01-23.xls,2022-01-23,,,
, Hydro,46512.22,3485.95,,2866.65,1793.2,4831.7,9491.55,20.41,37020.67,25472.460000000006,25217.735400000005,68.11798759990029,54.21744092197708,dgr16-2022-01-23.xls,2022-01-23,,,
,Total  HYDRO,46512.22,3485.95,,2866.65,1793.2,4831.7,9491.55,20.406572724329216,37020.67,25472.460000000006,25217.735400000005,68.11798759990029,54.21744092197708,dgr16-2022-01-23.xls,2022-01-23,,,
,Total,288750.93799999997,21942.070000000003,6577,12525.75,44254.134999999995,21554.379000000004,78334.26400000001,27.128661310184217,210416.674,187743.40399999992,172996.02743999995,82.21593096752396,59.91184951232954,dgr16-2022-01-23.xls,2022-01-23,,,
,,,,,,,,,,,,,,,dgr16-2022-01-23.xls,2022-01-23,,,
,https://npp.gov.in   2022/01/27 14:10:58,,,,,,,,,,,,PAGE 1,,dgr16-2022-01-23.xls,2022-01-23,,,
,,"      CENTRAL ELECTRICITY AUTHORITY 
           G O & D WING 
           OPERATION PERFORMANCE MONITORING DIVISION",,,,,,,,,,,,Subreport 16,dgr16-2022-01-24.xls,2022-01-24,,,
,,,,,,,,,,,,,,,dgr16-2022-01-24.xls,2022-01-24,,,
,,Details Of Capacity (mw) Utilization For Power Generation  24-Jan-2022,,,,,,,,,,,,,dgr16-2022-01-24.xls,2022-01-24,,,
,Particulars,Monitored Capacity(MW) ( As on 24-Jan-2022),Capacity under long outage(MW),New Capacity under stabilization/Completion of balance works,Capacity (MW),,,,Capacity outage as percent of Monitered,Capacity on Line(MW),Sum of Max. Power generated (MW),,Max. Power output as % of,,dgr16-2022-01-24.xls,2022-01-24,,,
,,,,,PM,FO,Others,Total,,,Gross,Net,Capacity on line,Monitered,dgr16-2022-01-24.xls,2022-01-24,,,
,THERMAL,,,,,,,,,,,,,,dgr16-2022-01-24.xls,2022-01-24,,,
,Coal Lignite,210079.5,8473,6577,8234,35784,5575,49593,23.61,160486.5,158806.98799999998,144514.35908,90.04767321861962,68.79031941717302,dgr16-2022-01-24.xls,2022-01-24,,,
,Coal Lignite,0,,,0,0,0,0,0,0,,,0,0,dgr16-2022-01-24.xls,2022-01-24,,,
,Gas Liquid,24869.508999999995,9343.12,,555.1,6507.9850000000015,10474.679000000002,17537.764000000003,70.52,7331.744999999992,3564.1000000000004,3492.818,47.63965467975228,14.044579649722882,dgr16-2022-01-24.xls,2022-01-24,,,
,Diesel,509.709,,,,,,,,509.709,46.05,45.129,8.853875446578341,8.853875446578341,dgr16-2022-01-24.xls,2022-01-24,,,
,Total  THERMAL,235458.718,17816.120000000003,6577,8789.1,42291.985,16049.679000000002,67130.764,28.510630045985387,168327.954,162417.13799999998,148052.30607999998,87.95467571595385,62.87824351443211,dgr16-2022-01-24.xls,2022-01-24,,,
,NUCLEAR,,,,,,,,,,,,,,dgr16-2022-01-24.xls,2022-01-24,,,
, Nuclear,6780,640,,860,740,0,1600,23.6,5180,5503.41,4870.51785,94.02544111969112,71.836546460177,dgr16-2022-01-24.xls,2022-01-24,,,
,Total  NUCLEAR,6780,640,,860,740,0,1600,23.59882005899705,5180,5503.41,4870.51785,94.02544111969112,71.836546460177,dgr16-2022-01-24.xls,2022-01-24,,,
,HYDRO,,,,,,,,,,,,,,dgr16-2022-01-24.xls,2022-01-24,,,
, Hydro,46512.22,3485.95,,2756.65,1793.2,4768.9,9318.75,20.04,37193.47,28721.620000000003,28434.403800000004,76.44998920509434,61.13318994449202,dgr16-2022-01-24.xls,2022-01-24,,,
,Total  HYDRO,46512.22,3485.95,,2756.65,1793.2,4768.9,9318.75,20.035057453718615,37193.47,28721.620000000003,28434.403800000004,76.44998920509434,61.13318994449202,dgr16-2022-01-24.xls,2022-01-24,,,
,Total,288750.93799999997,21942.070000000003,6577,12405.75,44825.185,20818.579,78049.514,27.030046911916873,210701.424,196642.16799999998,181357.22772999998,86.073090673559,62.80749388595925,dgr16-2022-01-24.xls,2022-01-24,,,
,,,,,,,,,,,,,,,dgr16-2022-01-24.xls,2022-01-24,,,
,https://npp.gov.in   2022/01/27 16:37:55,,,,,,,,,,,,PAGE 1,,dgr16-2022-01-24.xls,2022-01-24,,,
,,"      CENTRAL ELECTRICITY AUTHORITY 
           G O & D WING 
           OPERATION PERFORMANCE MONITORING DIVISION",,,,,,,,,,,,Subreport 16,dgr16-2022-01-25.xls,2022-01-25,,,
,,,,,,,,,,,,,,,dgr16-2022-01-25.xls,2022-01-25,,,
,,Details Of Capacity (mw) Utilization For Power Generation  25-Jan-2022,,,,,,,,,,,,,dgr16-2022-01-25.xls,2022-01-25,,,
,Particulars,Monitored Capacity(MW) ( As on 25-Jan-2022),Capacity under long outage(MW),New Capacity under stabilization/Completion of balance works,Capacity (MW),,,,Capacity outage as percent of Monitered,Capacity on Line(MW),Sum of Max. Power generated (MW),,Max. Power output as % of,,dgr16-2022-01-25.xls,2022-01-25,,,
,,,,,PM,FO,Others,Total,,,Gross,Net,Capacity on line,Monitered,dgr16-2022-01-25.xls,2022-01-25,,,
,THERMAL,,,,,,,,,,,,,,dgr16-2022-01-25.xls,2022-01-25,,,
,Coal Lignite,210079.5,8473,6577,8234,34844,6585,49663,23.64,160416.5,159820.07899999988,145436.2718899999,90.66166628121165,69.22915938489948,dgr16-2022-01-25.xls,2022-01-25,,,
,Coal Lignite,0,,,0,0,0,0,0,0,,,0,0,dgr16-2022-01-25.xls,2022-01-25,,,
,Gas Liquid,24869.508999999995,9343.12,,555.1,6507.9850000000015,10474.679000000002,17537.764000000003,70.52,7331.744999999992,3566.63,3495.2974,47.67347200427734,14.05454928764376,dgr16-2022-01-25.xls,2022-01-25,,,
,Diesel,509.709,,,,,,,,509.709,46.05,45.129,8.853875446578341,8.853875446578341,dgr16-2022-01-25.xls,2022-01-25,,,
,Total  THERMAL,235458.718,17816.120000000003,6577,8789.1,41351.985,17059.679000000004,67200.764,28.540359248876907,168257.954,163432.75899999987,148976.69828999988,88.54065721612179,63.27083556532398,dgr16-2022-01-25.xls,2022-01-25,,,
,NUCLEAR,,,,,,,,,,,,,,dgr16-2022-01-25.xls,2022-01-25,,,
, Nuclear,6780,640,,860,320,0,1180,17.4,5600,5510.17,4876.5004500000005,87.08036517857144,71.9247853982301,dgr16-2022-01-25.xls,2022-01-25,,,
,Total  NUCLEAR,6780,640,,860,320,0,1180,17.404129793510325,5600,5510.17,4876.5004500000005,87.08036517857144,71.9247853982301,dgr16-2022-01-25.xls,2022-01-25,,,
,HYDRO,,,,,,,,,,,,,,dgr16-2022-01-25.xls,2022-01-25,,,
, Hydro,46512.22,3485.95,,2824.65,1903.2,4676.7,9404.55,20.22,37107.67,28539.869000000006,28254.470310000004,76.14186045634233,60.74633786561898,dgr16-2022-01-25.xls,2022-01-25,,,
,Total  HYDRO,46512.22,3485.95,,2824.65,1903.2,4676.7,9404.55,20.219525105445406,37107.67,28539.869000000006,28254.470310000004,76.14186045634233,60.74633786561898,dgr16-2022-01-25.xls,2022-01-25,,,
,Total,288750.93799999997,21942.070000000003,6577,12473.75,43575.185,21736.379000000004,77785.314,26.938549373647408,210965.624,197482.7979999999,182107.66904999988,86.32101552715521,63.06738613953867,dgr16-2022-01-25.xls,2022-01-25,,,
,,,,,,,,,,,,,,,dgr16-2022-01-25.xls,2022-01-25,,,
,https://npp.gov.in   2022/01/28 12:18:52,,,,,,,,,,,,PAGE 1,,dgr16-2022-01-25.xls,2022-01-25,,,
,,"      CENTRAL ELECTRICITY AUTHORITY 
           G O & D WING 
           OPERATION PERFORMANCE MONITORING DIVISION",,,,,,,,,,,,Subreport 16,dgr16-2022-01-26.xls,2022-01-26,,,
,,,,,,,,,,,,,,,dgr16-2022-01-26.xls,2022-01-26,,,
,,Details Of Capacity (mw) Utilization For Power Generation  26-Jan-2022,,,,,,,,,,,,,dgr16-2022-01-26.xls,2022-01-26,,,
,Particulars,Monitored Capacity(MW) ( As on 26-Jan-2022),Capacity under long outage(MW),New Capacity under stabilization/Completion of balance works,Capacity (MW),,,,Capacity outage as percent of Monitered,Capacity on Line(MW),Sum of Max. Power generated (MW),,Max. Power output as % of,,dgr16-2022-01-26.xls,2022-01-26,,,
,,,,,PM,FO,Others,Total,,,Gross,Net,Capacity on line,Monitered,dgr16-2022-01-26.xls,2022-01-26,,,
,THERMAL,,,,,,,,,,,,,,dgr16-2022-01-26.xls,2022-01-26,,,
,Coal Lignite,210079.5,8473,6577,7324,34414,6835,48573,23.12,161506.5,155954.78099999996,141918.85070999997,87.87191271558727,67.55483077120803,dgr16-2022-01-26.xls,2022-01-26,,,
,Coal Lignite,0,,,0,0,0,0,0,0,,,0,0,dgr16-2022-01-26.xls,2022-01-26,,,
,Gas Liquid,24869.508999999995,9343.12,,555.1,6415.785000000001,10453.679000000002,17424.564000000002,70.06,7444.944999999992,3576.96,3505.4208,47.08457617887041,14.095255358680387,dgr16-2022-01-26.xls,2022-01-26,,,
,Diesel,509.709,,,,,,,,509.709,46.05,45.129,8.853875446578341,8.853875446578341,dgr16-2022-01-26.xls,2022-01-26,,,
,Total  THERMAL,235458.718,17816.120000000003,6577,7879.1,40829.785,17288.679000000004,65997.564,28.02935672146147,169461.154,159577.79099999994,145469.40050999995,85.84232850792456,61.781276032429574,dgr16-2022-01-26.xls,2022-01-26,,,
,NUCLEAR,,,,,,,,,,,,,,dgr16-2022-01-26.xls,2022-01-26,,,
, Nuclear,6780,640,,860,540,0,1400,20.65,5380,5524.6900000000005,4889.35065,90.88012360594796,72.11431637168143,dgr16-2022-01-26.xls,2022-01-26,,,
,Total  NUCLEAR,6780,640,,860,540,0,1400,20.64896755162242,5380,5524.6900000000005,4889.35065,90.88012360594796,72.11431637168143,dgr16-2022-01-26.xls,2022-01-26,,,
,HYDRO,,,,,,,,,,,,,,dgr16-2022-01-26.xls,2022-01-26,,,
